attack_type,target_system,outcome,timestamp,attacker_ip,target_ip,data_compromised_GB,attack_duration_min,security_tools_used,user_role,location,attack_severity,industry,response_time_min,mitigation_method
SQL Injection,Web Server,Success,2024-02-15 22:25:47.461112,78.230.224.212,34.57.42.141,65.37,23,IDS,Admin,India,1,Education,118,Containment
Phishing,Email Server,Success,2024-06-18 08:00:16.461118,249.107.156.103,250.100.245.138,91.82,239,Antivirus,Employee,Australia,1,Finance,149,Reset Credentials
Zero-Day Exploit,Email Server,Success,2024-03-14 14:32:41.461123,22.218.72.191,161.114.145.57,49.09,172,SIEM,Employee,Germany,7,Technology,135,Containment
Phishing,IoT Device,Success,2023-09-21 23:34:55.461140,51.166.152.130,227.32.35.253,44.78,51,Firewall,External User,USA,6,Education,27,Quarantine
Malware,API,Failure,2024-08-24 01:18:20.461146,158.100.218.3,231.179.209.94,90.72,98,MFA,Contractor,Russia,1,Technology,106,Block IP
Phishing,Web Server,Success,2024-07-01 17:05:39.461151,101.183.54.121,217.204.174.183,28.52,192,MFA,Contractor,China,4,Manufacturing,2,Block IP
Zero-Day Exploit,Database,Failure,2023-11-14 07:07:19.461157,221.151.191.128,203.222.182.141,19.05,177,VPN,Admin,USA,7,Technology,25,Containment
Ransomware,Network Switch,Failure,2024-07-08 00:47:23.461163,129.243.233.45,113.175.121.120,41.0,196,Endpoint Detection,Employee,Australia,1,Retail,66,Block IP
Malware,Database,Success,2024-09-01 10:09:39.461168,79.253.49.185,56.11.39.114,76.94,62,MFA,Contractor,Germany,2,Finance,82,Patch
SQL Injection,IoT Device,Failure,2024-06-27 19:04:25.461174,3.82.94.86,134.106.113.3,84.15,27,MFA,Admin,USA,9,Healthcare,133,Quarantine
Cross-Site Scripting,IoT Device,Failure,2024-06-08 03:19:03.461179,45.87.203.244,10.88.122.121,64.39,6,MFA,Employee,Australia,4,Government,170,Reset Credentials
Phishing,Cloud Service,Failure,2024-08-25 19:00:52.461185,206.90.244.243,114.11.138.41,36.97,158,Endpoint Detection,Employee,Canada,6,Technology,172,Quarantine
Ransomware,API,Success,2024-02-22 22:59:49.461191,39.243.231.96,42.185.77.97,70.17,143,WAF,Contractor,USA,6,Technology,77,Reset Credentials
DDoS,API,Success,2023-11-11 15:30:44.461196,14.218.182.196,45.187.164.158,42.61,237,Endpoint Detection,Contractor,France,5,Energy,41,Containment
Zero-Day Exploit,Email Server,Success,2023-09-09 10:07:00.461202,23.229.143.230,55.6.196.27,75.04,283,Endpoint Detection,Admin,China,5,Technology,10,Reset Credentials
Malware,Database,Success,2023-09-26 14:55:51.461207,185.98.23.168,107.229.118.176,65.3,118,Firewall,Admin,Germany,10,Government,132,Quarantine
DDoS,Database,Success,2023-12-18 20:00:39.461212,65.216.152.128,100.67.18.107,72.53,22,Antivirus,Admin,France,9,Healthcare,180,Quarantine
SQL Injection,User Account,Success,2023-11-13 13:49:59.461218,192.199.9.96,113.201.65.109,91.47,271,WAF,Employee,Russia,7,Government,118,Quarantine
Ransomware,User Account,Success,2024-02-08 08:28:08.461223,68.130.126.137,132.46.170.98,84.59,260,IDS,Employee,Germany,1,Government,33,Patch
DDoS,Web Server,Failure,2023-12-15 21:44:41.461229,117.214.36.97,186.167.77.14,28.46,121,IDS,Employee,Germany,3,Energy,83,Reset Credentials
DDoS,User Account,Failure,2023-10-04 16:09:27.461234,114.131.11.235,34.27.114.1,71.29,157,SIEM,Employee,India,5,Healthcare,123,Quarantine
Ransomware,Web Server,Failure,2024-03-05 02:56:00.461240,219.204.176.98,65.61.245.2,21.01,238,SIEM,Contractor,USA,3,Energy,111,Containment
Zero-Day Exploit,Cloud Service,Failure,2023-09-30 20:13:25.461246,68.76.213.192,191.24.246.251,99.66,289,WAF,Admin,India,8,Energy,100,Quarantine
Zero-Day Exploit,Web Server,Success,2023-11-08 19:04:18.461251,9.60.41.244,250.136.45.20,0.8,143,SIEM,Contractor,Australia,6,Technology,63,Patch
Malware,Network Switch,Success,2023-10-11 08:52:29.461258,1.75.17.65,100.227.58.162,17.78,49,VPN,Admin,USA,10,Finance,39,Reset Credentials
Malware,User Account,Success,2023-09-23 17:00:02.461264,150.89.119.102,40.44.197.125,23.17,64,MFA,Employee,Brazil,7,Healthcare,108,Reset Credentials
Brute Force,IoT Device,Failure,2024-02-03 00:29:48.461269,102.143.216.77,230.237.5.84,54.3,108,WAF,Admin,Brazil,10,Government,179,Reset Credentials
Phishing,Cloud Service,Failure,2024-02-28 19:20:27.461275,110.238.140.118,150.25.109.87,58.9,171,WAF,Admin,India,5,Manufacturing,146,Containment
SQL Injection,Network Switch,Success,2024-01-26 00:15:09.461281,208.101.165.254,88.224.229.43,47.64,55,Endpoint Detection,Admin,France,3,Technology,127,Containment
Ransomware,Web Server,Failure,2024-04-03 22:48:35.461286,113.52.13.71,179.201.27.243,3.88,124,VPN,External User,India,8,Energy,14,Block IP
Brute Force,Database,Failure,2023-12-19 02:21:08.461292,93.215.89.20,236.199.141.242,15.47,1,VPN,External User,Australia,5,Healthcare,54,Reset Credentials
DDoS,Cloud Service,Success,2023-12-10 17:49:47.461297,50.168.131.37,117.216.49.20,42.27,196,Endpoint Detection,Contractor,UK,9,Manufacturing,54,Block IP
Zero-Day Exploit,Network Switch,Failure,2024-01-07 13:11:56.461303,167.126.202.190,192.70.199.178,17.46,202,VPN,External User,Australia,8,Government,130,Quarantine
Malware,Database,Failure,2024-04-26 04:00:47.461309,150.199.53.151,215.193.125.82,68.38,90,IDS,External User,UK,5,Manufacturing,113,Reset Credentials
Zero-Day Exploit,IoT Device,Failure,2023-10-14 23:25:50.461314,171.220.205.19,130.140.29.214,20.95,218,Firewall,Contractor,Canada,4,Energy,161,Containment
DDoS,Database,Failure,2024-08-29 16:33:57.461320,85.80.129.69,95.127.214.24,54.93,142,MFA,Admin,China,10,Education,149,Containment
SQL Injection,User Account,Success,2023-11-25 22:30:28.461325,230.6.5.116,111.98.186.230,14.3,175,Antivirus,External User,Australia,6,Healthcare,165,Block IP
Ransomware,User Account,Failure,2024-03-27 05:01:13.461331,118.25.67.119,114.47.153.186,91.17,195,WAF,Contractor,UK,6,Energy,55,Containment
Malware,API,Success,2024-03-06 08:36:24.461336,210.94.10.219,229.13.62.190,30.84,187,IDS,Admin,Germany,2,Education,111,Reset Credentials
Phishing,User Account,Failure,2024-01-14 16:38:44.461342,36.144.233.152,197.124.61.77,69.05,50,Endpoint Detection,Contractor,India,9,Education,32,Reset Credentials
Phishing,User Account,Success,2023-09-10 01:39:42.461347,252.119.45.35,179.67.212.239,46.8,239,Endpoint Detection,Admin,Russia,7,Energy,152,Block IP
Malware,Cloud Service,Failure,2023-10-10 13:25:38.461352,163.142.251.215,233.215.156.249,65.62,227,Endpoint Detection,Admin,China,9,Healthcare,43,Containment
Zero-Day Exploit,API,Success,2024-07-16 06:09:51.461358,5.142.255.96,222.252.113.76,99.23,263,Antivirus,External User,France,8,Retail,104,Block IP
Brute Force,Network Switch,Success,2024-07-22 09:41:09.461363,219.234.194.247,255.249.130.166,30.01,242,SIEM,Admin,Brazil,4,Retail,61,Block IP
DDoS,Cloud Service,Failure,2024-02-04 06:28:04.461368,164.213.96.178,76.54.196.85,47.91,213,Antivirus,Contractor,Canada,5,Government,47,Quarantine
Phishing,Database,Success,2024-07-19 17:20:38.461374,127.5.4.52,138.109.96.118,4.9,263,WAF,Employee,USA,4,Government,73,Quarantine
SQL Injection,User Account,Failure,2024-03-27 15:12:06.461380,37.20.129.124,223.207.221.41,25.9,257,VPN,Contractor,Russia,9,Manufacturing,52,Reset Credentials
Phishing,IoT Device,Failure,2023-12-26 02:56:45.461385,212.148.139.231,49.176.116.181,2.55,138,MFA,Employee,France,7,Retail,79,Quarantine
Zero-Day Exploit,Network Switch,Failure,2023-10-23 02:36:48.461390,110.31.187.129,165.26.136.108,95.21,172,SIEM,Contractor,USA,2,Retail,81,Containment
Malware,Network Switch,Failure,2024-02-12 14:15:55.461396,207.224.56.83,16.33.139.103,89.9,190,WAF,Employee,Brazil,10,Energy,5,Patch
SQL Injection,Email Server,Failure,2024-01-03 14:29:31.461402,67.89.117.34,191.195.130.166,82.28,119,Endpoint Detection,External User,Australia,9,Manufacturing,63,Containment
Ransomware,API,Failure,2024-08-31 23:50:43.461407,111.203.240.132,223.98.248.21,41.31,39,IDS,Contractor,Australia,10,Retail,127,Reset Credentials
SQL Injection,IoT Device,Failure,2024-05-16 10:20:41.461413,56.48.6.227,154.28.181.170,11.56,278,Antivirus,Employee,Brazil,4,Healthcare,36,Block IP
Phishing,Web Server,Failure,2024-07-31 00:40:55.461418,193.81.151.52,177.221.241.31,27.77,150,Antivirus,External User,Russia,8,Healthcare,18,Reset Credentials
Zero-Day Exploit,Database,Success,2024-03-04 06:57:32.461423,154.63.22.99,185.251.30.119,94.43,247,Endpoint Detection,Contractor,France,4,Manufacturing,7,Block IP
Zero-Day Exploit,IoT Device,Failure,2024-05-24 03:19:51.461429,199.228.176.202,55.119.99.148,53.11,212,SIEM,Employee,Brazil,3,Education,21,Reset Credentials
Ransomware,API,Failure,2024-01-26 04:30:06.461434,123.245.158.24,126.71.188.95,13.23,160,Endpoint Detection,Employee,China,1,Manufacturing,62,Quarantine
Zero-Day Exploit,Web Server,Success,2024-01-27 14:01:00.461440,244.237.93.31,125.214.56.34,8.94,43,Firewall,Contractor,Canada,8,Finance,41,Reset Credentials
Brute Force,Database,Success,2024-04-18 16:36:48.461445,207.52.8.117,101.144.82.40,42.56,107,SIEM,Admin,Australia,3,Government,83,Block IP
SQL Injection,User Account,Failure,2023-12-30 01:55:17.461451,161.7.237.249,59.14.174.49,9.79,177,Firewall,Contractor,USA,4,Manufacturing,20,Containment
Zero-Day Exploit,Cloud Service,Failure,2024-06-07 16:22:51.461458,148.142.94.48,3.19.9.9,40.71,171,WAF,External User,Australia,9,Manufacturing,5,Block IP
Malware,API,Failure,2023-10-02 03:58:05.461463,82.108.129.248,134.83.37.44,8.36,165,IDS,External User,UK,5,Retail,154,Quarantine
Cross-Site Scripting,Web Server,Success,2024-08-14 13:57:18.461469,180.197.218.21,169.170.130.224,91.89,242,MFA,External User,Australia,3,Government,45,Patch
Brute Force,User Account,Success,2024-01-18 05:42:16.461474,88.59.200.85,194.58.6.204,98.62,261,IDS,External User,Russia,9,Retail,109,Patch
Brute Force,Web Server,Success,2024-01-28 09:05:35.461533,162.49.188.93,121.138.145.125,49.22,136,Antivirus,External User,Brazil,1,Healthcare,159,Containment
SQL Injection,Database,Success,2024-02-07 08:55:18.461581,84.216.167.177,54.247.67.3,37.42,114,IDS,Contractor,Russia,4,Retail,172,Containment
Brute Force,IoT Device,Failure,2024-03-29 03:12:57.461589,102.90.135.116,159.29.78.74,51.36,154,VPN,Admin,Russia,9,Technology,3,Block IP
Malware,Database,Failure,2024-02-17 04:02:43.461595,229.5.197.195,66.202.215.220,34.14,272,Firewall,Contractor,Germany,4,Government,128,Patch
Cross-Site Scripting,IoT Device,Success,2023-12-04 13:19:12.461600,217.157.142.187,252.189.138.241,6.67,71,Firewall,Employee,USA,1,Government,95,Reset Credentials
DDoS,IoT Device,Failure,2024-03-16 23:06:17.461606,172.166.194.35,36.82.144.21,31.22,237,Antivirus,Admin,USA,2,Manufacturing,81,Patch
Cross-Site Scripting,User Account,Failure,2024-05-11 03:33:20.461611,51.168.193.180,63.34.166.137,48.69,235,SIEM,Admin,UK,6,Retail,15,Containment
Phishing,Email Server,Failure,2023-11-22 16:17:02.461617,213.130.67.225,205.175.29.78,34.93,150,Antivirus,External User,India,3,Finance,13,Reset Credentials
SQL Injection,Web Server,Failure,2024-07-20 07:36:03.461623,186.148.98.245,133.123.113.51,71.35,46,SIEM,Contractor,Germany,4,Finance,139,Patch
Zero-Day Exploit,Cloud Service,Success,2023-10-23 00:40:01.461628,175.37.56.78,199.108.103.113,22.11,204,VPN,Admin,UK,4,Healthcare,6,Block IP
Brute Force,Email Server,Failure,2024-06-29 03:41:43.461634,132.135.109.129,142.40.158.22,87.14,65,WAF,External User,Russia,4,Manufacturing,111,Block IP
Zero-Day Exploit,Web Server,Failure,2023-10-24 02:09:12.461640,219.184.82.90,74.246.3.174,68.8,110,SIEM,Admin,UK,6,Manufacturing,143,Reset Credentials
Cross-Site Scripting,IoT Device,Success,2024-05-05 09:34:09.461645,6.125.110.232,76.142.189.180,82.28,195,VPN,Contractor,Brazil,8,Education,38,Reset Credentials
DDoS,API,Failure,2023-11-28 11:40:20.461651,4.152.161.227,215.85.12.149,22.29,280,MFA,Contractor,China,6,Energy,9,Reset Credentials
Cross-Site Scripting,IoT Device,Failure,2024-03-29 04:36:00.461656,17.137.226.243,209.9.28.149,72.27,118,Antivirus,Admin,Australia,7,Retail,62,Reset Credentials
Brute Force,User Account,Success,2024-03-03 04:15:08.461662,76.35.25.232,198.85.239.187,64.16,29,VPN,External User,India,4,Retail,16,Containment
Ransomware,API,Failure,2023-12-21 07:46:55.461667,57.217.161.231,53.152.145.182,14.83,190,Endpoint Detection,Admin,Germany,6,Finance,141,Block IP
Brute Force,Email Server,Failure,2024-07-28 11:37:57.461672,153.95.82.70,16.175.41.32,63.24,15,IDS,Contractor,USA,5,Retail,88,Containment
Brute Force,IoT Device,Success,2024-06-27 20:24:48.461678,86.7.171.230,63.155.188.48,87.6,18,Endpoint Detection,Admin,Brazil,2,Energy,8,Patch
Phishing,Database,Failure,2024-06-27 14:53:51.461683,82.146.145.223,168.217.30.248,55.1,164,WAF,Admin,Canada,5,Education,141,Patch
Zero-Day Exploit,Network Switch,Success,2023-10-26 08:28:58.461688,102.90.133.132,69.134.202.97,99.84,108,Antivirus,External User,Russia,4,Government,153,Quarantine
Cross-Site Scripting,User Account,Success,2023-10-27 09:46:04.461694,255.220.73.57,44.14.151.67,44.44,156,IDS,Contractor,USA,2,Education,59,Quarantine
Malware,API,Success,2024-07-14 15:39:52.461699,59.112.179.5,177.216.91.59,76.38,97,WAF,Employee,France,9,Energy,54,Quarantine
SQL Injection,Web Server,Failure,2024-06-09 01:50:12.461705,204.157.122.201,86.114.143.4,48.28,294,VPN,Contractor,Russia,10,Energy,41,Patch
Cross-Site Scripting,Database,Failure,2024-04-22 07:10:25.461725,195.97.239.121,3.50.247.111,8.32,133,VPN,Admin,Russia,8,Healthcare,68,Containment
Zero-Day Exploit,IoT Device,Failure,2024-06-07 18:44:30.461732,9.224.161.129,85.189.106.87,90.35,100,WAF,Employee,Australia,9,Finance,124,Reset Credentials
Brute Force,Network Switch,Success,2024-03-08 07:04:32.461738,105.253.94.153,166.99.27.235,17.95,28,Endpoint Detection,Admin,UK,9,Healthcare,167,Reset Credentials
Phishing,Database,Success,2024-05-01 15:32:15.461744,78.27.41.77,239.168.17.220,54.57,176,MFA,External User,Brazil,1,Healthcare,94,Quarantine
SQL Injection,Email Server,Failure,2023-10-06 06:04:07.461750,207.9.254.62,237.101.134.140,31.55,235,SIEM,External User,USA,9,Energy,151,Quarantine
Ransomware,Email Server,Failure,2024-05-21 18:02:46.461755,224.61.218.118,163.174.199.110,11.74,110,IDS,External User,UK,10,Technology,84,Block IP
Zero-Day Exploit,Network Switch,Success,2024-03-05 01:18:31.461761,95.249.243.52,188.160.44.20,93.37,38,Antivirus,Employee,Brazil,2,Energy,22,Quarantine
Brute Force,Database,Failure,2023-12-05 01:24:51.461766,123.149.192.39,151.123.41.143,59.72,168,Endpoint Detection,Admin,USA,9,Government,156,Block IP
SQL Injection,Web Server,Failure,2024-01-18 11:17:12.461772,81.50.20.148,116.247.209.175,37.16,238,IDS,Admin,Russia,1,Finance,73,Quarantine
DDoS,Email Server,Success,2023-12-06 04:46:58.461777,180.47.95.121,99.213.54.0,88.84,196,Firewall,Contractor,Brazil,6,Retail,142,Quarantine
Brute Force,Cloud Service,Failure,2024-06-22 17:55:43.461783,146.173.210.119,252.102.69.25,40.3,42,Endpoint Detection,Employee,India,3,Retail,64,Reset Credentials
DDoS,Network Switch,Success,2024-05-30 15:02:04.461788,112.228.10.248,216.31.235.192,14.83,62,WAF,Employee,Germany,7,Technology,84,Reset Credentials
Malware,Email Server,Success,2024-07-31 04:12:10.461794,116.213.57.137,203.39.72.241,94.7,166,Antivirus,Admin,Canada,8,Manufacturing,108,Quarantine
Ransomware,IoT Device,Failure,2024-03-11 17:59:19.461799,36.62.164.38,182.79.112.205,32.85,222,Antivirus,Admin,Canada,5,Healthcare,13,Reset Credentials
SQL Injection,Cloud Service,Failure,2024-03-02 21:13:14.461805,141.225.195.22,193.197.91.160,68.6,247,Firewall,Employee,China,7,Manufacturing,130,Reset Credentials
SQL Injection,Email Server,Success,2023-12-11 16:16:45.461810,116.101.34.28,154.72.216.84,8.14,103,Firewall,External User,Russia,7,Energy,48,Reset Credentials
Malware,User Account,Success,2024-07-26 12:43:30.461816,212.183.195.240,221.41.157.214,91.47,103,Endpoint Detection,Admin,Canada,5,Technology,122,Patch
Ransomware,Database,Failure,2024-04-14 06:57:23.461821,103.106.61.218,146.70.213.12,86.66,108,Antivirus,Employee,India,8,Education,12,Patch
Ransomware,Database,Success,2024-02-13 07:42:44.461826,32.55.80.172,183.234.208.181,46.11,28,Antivirus,Employee,Russia,9,Manufacturing,61,Containment
Malware,Database,Failure,2024-03-24 08:20:38.461832,198.216.252.0,155.208.108.65,73.19,18,Antivirus,Admin,USA,6,Energy,49,Patch
Cross-Site Scripting,Cloud Service,Failure,2023-12-31 06:26:33.461838,73.16.149.136,179.115.177.126,27.24,152,VPN,External User,France,7,Finance,159,Quarantine
Phishing,Web Server,Failure,2024-04-27 23:25:46.461843,115.208.91.11,148.91.33.96,37.84,13,VPN,Employee,Australia,2,Healthcare,173,Block IP
SQL Injection,Cloud Service,Success,2024-02-04 05:08:36.461849,157.4.230.93,138.52.251.50,17.66,196,IDS,Contractor,Germany,4,Retail,148,Containment
Brute Force,API,Failure,2024-06-08 01:27:22.461854,249.146.122.21,49.138.46.56,93.07,218,IDS,External User,UK,4,Finance,124,Patch
Zero-Day Exploit,IoT Device,Failure,2023-11-02 20:33:26.461859,95.155.240.25,223.8.126.129,25.5,290,Endpoint Detection,External User,Canada,5,Manufacturing,56,Patch
Cross-Site Scripting,User Account,Success,2023-12-17 05:13:21.461865,43.125.130.118,90.132.211.114,47.96,231,Antivirus,Employee,Russia,10,Education,29,Patch
DDoS,Database,Success,2024-06-03 06:56:34.461870,197.222.123.6,126.204.106.7,28.92,255,Endpoint Detection,External User,Brazil,4,Manufacturing,63,Containment
DDoS,User Account,Failure,2024-05-27 10:08:53.461876,43.82.162.110,142.0.178.82,64.3,263,WAF,Employee,France,10,Healthcare,167,Patch
Brute Force,User Account,Failure,2024-07-15 02:52:06.461881,17.246.78.102,33.75.40.81,92.15,20,MFA,Employee,India,10,Government,16,Containment
Cross-Site Scripting,API,Failure,2023-09-09 22:28:31.461887,49.135.21.193,68.61.107.227,46.15,107,Firewall,External User,Brazil,4,Technology,94,Reset Credentials
Cross-Site Scripting,Database,Success,2024-04-25 22:04:52.461893,40.132.182.206,1.15.21.17,36.24,237,WAF,External User,UK,3,Retail,138,Quarantine
Zero-Day Exploit,Email Server,Failure,2024-04-19 10:17:29.461898,230.252.123.130,198.127.11.9,97.44,155,Antivirus,Employee,China,10,Government,169,Patch
Ransomware,IoT Device,Success,2024-05-31 03:35:36.461903,63.199.129.25,112.159.192.48,55.37,196,Firewall,Contractor,China,4,Finance,84,Block IP
DDoS,User Account,Success,2024-04-27 18:44:27.461909,41.98.143.193,237.53.218.99,62.65,105,WAF,Contractor,Brazil,9,Government,134,Quarantine
Malware,IoT Device,Success,2023-10-17 15:48:51.461914,74.210.229.33,5.231.159.130,67.24,121,VPN,Admin,Germany,5,Energy,32,Containment
DDoS,User Account,Success,2024-02-24 18:26:02.461919,226.47.148.207,198.184.161.46,23.44,63,VPN,External User,USA,5,Healthcare,20,Patch
Phishing,API,Success,2024-08-24 03:48:56.461925,63.69.60.52,76.153.60.228,96.49,139,IDS,Admin,Brazil,6,Technology,99,Block IP
Brute Force,Network Switch,Failure,2024-06-03 13:45:54.461931,79.151.97.185,80.175.90.48,53.26,92,Antivirus,Employee,Brazil,3,Finance,30,Block IP
Brute Force,Email Server,Success,2023-12-21 15:25:05.461936,243.124.203.139,221.151.245.178,13.17,189,IDS,Contractor,Russia,2,Education,18,Quarantine
Ransomware,Database,Success,2024-01-06 05:12:20.461941,57.244.140.190,98.61.96.84,74.01,271,MFA,Employee,USA,9,Energy,33,Reset Credentials
Phishing,Cloud Service,Failure,2024-05-26 22:26:59.461954,4.45.1.36,110.189.33.146,93.66,193,Firewall,External User,China,3,Finance,7,Patch
Cross-Site Scripting,IoT Device,Success,2024-02-05 04:23:08.461960,146.167.161.194,54.48.174.10,89.94,65,Antivirus,Admin,Russia,3,Energy,129,Containment
